,0,Erreur
0,1,1
1,0.54030230586814,0.142446784153607
2,0.857553215846393,0.113987484629639
3,0.654289790497779,0.064072857103828
4,0.793480358742566,0.047078983124977
5,0.701368773622757,0.029520675841912
6,0.763959682900654,0.020733651403951
7,0.722102425026708,0.013541921136894
8,0.75041776176376,0.009301617395802
9,0.73140404242251,0.006180406863204
10,0.744237354900557,0.004200698013838
11,0.735604740436347,0.002812268290448
12,0.741425086610109,0.001902150076895
13,0.737506890513243,0.001277751042233
14,0.740147335567876,0.00086231360908
15,0.738369204122323,0.00058013335562
16,0.739567202212256,0.000391115751888
17,0.738760319874211,0.00026330981535
18,0.739303892396906,0.000177436841133
19,0.738937756715344,0.000119492625412
20,0.739184399771494,8.05057120677466E-05
21,0.739018262427412,5.42232418225819E-05
22,0.739130176529671,3.65283195051802E-05
23,0.739054790746917,2.46046031348035E-05
24,0.739105571926536,1.65745520275262E-05
25,0.739071365298945,1.11645474449862E-05
26,0.739094407379091,7.52069604714745E-06
27,0.739078885994992,5.06597569860379E-06
28,0.739089341403393,3.41252741031806E-06
29,0.739082298522402,2.29870806045529E-06
30,0.739087042695332,1.54844259780962E-06
31,0.739083846965,1.04304720227599E-06
32,0.73908599964813,7.02610212455213E-07
33,0.739084549575213,4.73286205449064E-07
34,0.739085526361925,3.1881150153179E-07
35,0.739084868386714,2.14755162653013E-07
36,0.739085311606762,1.44661706169558E-07
37,0.73908501304842,9.74458447267068E-08
38,0.739085214160917,6.56407027621597E-08
39,0.739085078689123,4.421636268237E-08
40,0.739085169944554,2.97846756147635E-08
41,0.739085108473799,2.00633150093665E-08
42,0.739085149881239,1.35148906510452E-08
43,0.739085121988689,9.10379271967798E-09
44,0.739085140777447,6.13242445712814E-09
45,0.739085128121114,4.13087486439423E-09
46,0.739085136646572,2.78260681163545E-09
47,0.739085130903721,1.87439741505813E-09
48,0.739085134772174,1.26261678889961E-09
49,0.739085132166337,8.50513881545112E-10
50,0.73908513392166,5.72916381003097E-10
51,0.739085132739254,3.85923293322321E-10
52,0.739085133535737,2.59962606996567E-10
53,0.739085132999216,1.75113923361891E-10
54,0.739085133360623,1.17958864898071E-10
55,0.739085133117175,7.945855085012E-11
56,0.739085133281165,5.35241850840862E-11
57,0.739085133170699,3.6054492724702E-11
58,0.73908513324511,2.42867947974901E-11
59,0.739085133194986,1.63599134239689E-11
60,0.73908513322875,1.10201847647318E-11
61,0.739085133206006,7.42328420955118E-12
62,0.739085133221327,5.00044450291171E-12
63,0.739085133211007,3.36841665671272E-12
64,0.739085133217959,2.26885177312397E-12
65,0.739085133213276,1.52844403800145E-12
66,0.73908513321643,1.02973185533983E-12
67,0.739085133214305,6.93556323483335E-13
68,0.739085133215737,4.67070826459803E-13
69,0.739085133214773,3.14637205178769E-13
70,0.739085133215422,2.12052597703405E-13
71,0.739085133214985,1.42885703269258E-13
72,0.739085133215279,9.61453139325386E-14
73,0.739085133215081,6.46149800331841E-14
74,0.739085133215214,4.36317648677687E-14
75,0.739085133215124,2.94209101525666E-14
76,0.739085133215185,1.97619698383278E-14
77,0.739085133215144,1.33226762955019E-14
78,0.739085133215172,8.99280649946377E-15
79,0.739085133215153,6.10622663543836E-15
80,0.739085133215166,4.10782519111308E-15
81,0.739085133215157,2.77555756156289E-15
82,0.739085133215163,0
83,0.739085133215159,0
84,0.739085133215162,0
85,0.73908513321516,0
86,0.739085133215161,0
87,0.73908513321516,0
88,0.739085133215161,0
89,0.73908513321516,0
90,0.739085133215161,0
91,0.739085133215161,0
92,0.739085133215161,0.739085133215161
